System,DF Activated,FountainType,FountainCount,Painted,Filter Installed,Position,Outdoor,GISPropNum,PropertyName,OMPPropID,SubPropertyName,ParkDistrict,Borough,AMPSID,AMPSClass,AMPSStatus,AMPSParentID,AMPSName,CommunityBoard,CouncilDistrict,Precinct,ZIPCode
B042-DF0681,Activated,C,1,FALSE,FALSE,"In Playground, Out in Open",TRUE,B042,Gravesend Park,B042,,B-12,B,"100,039,035",DRINKFTN,I,B042,C-Gravesend Park,312,44,66,11204
B042-DF0682,Activated,C,1,FALSE,TRUE,"Out in Open, Just Outside Playground",TRUE,B042,Gravesend Park,B042,,B-12,B,"100,039,059",DRINKFTN,I,B042,C-Gravesend Park,312,44,66,11204
B042-DF0683,Activated,A,1,FALSE,FALSE,"Under Tree, Just Outside Playground",TRUE,B042,Gravesend Park,B042,,B-12,B,"100,039,084",DRINKFTN,I,B042,A-Gravesend Park,312,44,66,11204
B042-DF0869,Activated,C,1,FALSE,FALSE,"In Shade, In Playground",TRUE,B042,Gravesend Park,B042,,B-12,B,"100,040,094",DRINKFTN,I,B042,C-Gravesend Park,312,44,66,11204
B043-DF0205,Activated,A,1,FALSE,FALSE,"In Playground, Under Tree",TRUE,B043,Greenpoint Playground,B043,,B-01,B,"100,037,662",DRINKFTN,I,B043,A-Greenpoint Playground,301,33,94,11222
B044-DF0318,Activated,B,1,TRUE,FALSE,Out in Open,TRUE,B044,Dr. Ronald McNair Park,B044,,B-09,B,"100,037,693",DRINKFTN,I,B044,B-Dr. Ronald McNair Park,309,35,71,11225
B044-DF0319,Activated,E,1,TRUE,FALSE,Out in Open,TRUE,B044,Dr. Ronald McNair Park,B044,,B-09,B,"100,037,725",DRINKFTN,I,B044,E-Dr. Ronald McNair Park,309,35,71,11225
B047-DF0371,Activated,A,1,TRUE,FALSE,In Playground,TRUE,Q020,Highland Park,Q020-01,Lower Highland Playground,Q-05A,Q,"100,037,887",DRINKFTN,I,Q020-01,A-Highland Park-Lower Highland Playground,305,37,75,11208
B047-DF0372,Activated,A,1,TRUE,FALSE,Out in Open,TRUE,Q020,Highland Park,Q020-ZN04,Highland Park Zone 4,Q-05A,Q,"100,037,833",DRINKFTN,I,Q020-ZN04,A-Highland Park-Highland Park Zone 4,305,37,75,11208
B047-DF0373,Activated,D,1,FALSE,FALSE,Near Ballfield,TRUE,Q020,Highland Park,Q020-ZN05,Highland Park Zone 5,Q-05A,Q,"100,037,860",DRINKFTN,I,Q020-ZN05,D-Highland Park-Highland Park Zone 5,305,37,75,11208
B047-DF0374,Activated,D,1,FALSE,FALSE,Near Ballfield,TRUE,Q020,Highland Park,Q020-ZN05,Highland Park Zone 5,Q-05A,Q,"100,037,801",DRINKFTN,I,Q020-ZN05,D-Highland Park-Highland Park Zone 5,305,37,75,11208
B047-DF0375,Activated,A,1,TRUE,FALSE,In Playground,TRUE,Q020,Highland Park,Q020-02,Upper Highland Playground,Q-05A,Q,"100,037,826",DRINKFTN,I,Q020-02,A-Highland Park-Upper Highland Playground,305,37,75,11207
B047-DF0891,Activated,A,1,TRUE,FALSE,In Playground,TRUE,Q020,Highland Park,Q020-01,Lower Highland Playground,Q-05A,Q,"100,040,269",DRINKFTN,I,Q020-01,A-Highland Park-Lower Highland Playground,305,37,75,11208
B049-DF0041,Activated,E,1,TRUE,FALSE,Out in Open,TRUE,B049,Irving Square Park,B049,,B-04,B,"100,037,443",DRINKFTN,I,B049,E-Irving Square Park,304,37,83,11207
B049-DF0042,Activated,E,1,TRUE,FALSE,"In Playground, Under Tree, In Shade",TRUE,B049,Irving Square Park,B049,,B-04,B,"100,037,482",DRINKFTN,I,B049,E-Irving Square Park,304,37,83,11207
B050-DF0264,Activated,CS Concrete,1,FALSE,FALSE,In Playground,TRUE,B050,Van Voorhees Playground,B050,,B-06,B,"100,037,712",DRINKFTN,I,B050,CS Concrete-Van Voorhees Playground,306,39,76,11201
B050-DF0265,Activated,C,1,FALSE,FALSE,In Playground,TRUE,B050,Van Voorhees Playground,B050,,B-06,B,"100,037,739",DRINKFTN,I,B050,C-Van Voorhees Playground,306,39,76,11201
B050-DF0266,Activated,C,1,FALSE,FALSE,Just Outside Playground,TRUE,B050,Van Voorhees Playground,B050,,B-06,B,"100,037,787",DRINKFTN,I,B050,C-Van Voorhees Playground,306,39,76,11201
B050-DF0267,Activated,C,1,FALSE,FALSE,Near Ballfield,TRUE,B050,Van Voorhees Playground,B050,,B-06,B,"100,037,709",DRINKFTN,I,B050,C-Van Voorhees Playground,306,39,76,11201
B050-DF0268,Activated,C,1,FALSE,TRUE,Near Ballfield,TRUE,B050,Van Voorhees Playground,B050,,B-06,B,"100,037,757",DRINKFTN,I,B050,C-Van Voorhees Playground,306,39,76,11201
B051-DF0669,Activated,D,1,TRUE,FALSE,In Playground,TRUE,B051,Kelly Park Playground,B051,,B-15,B,"100,039,088",DRINKFTN,I,B051,D-Kelly Park Playground,315,48,61,11229
B051-DF0670,Activated,D,1,TRUE,FALSE,In Playground,TRUE,B051,Kelly Park Playground,B051,,B-15,B,"100,039,017",DRINKFTN,I,B051,D-Kelly Park Playground,315,48,61,11229
B051-DF0671,Activated,A,1,TRUE,FALSE,Out in Open,TRUE,B051,Kelly Park Playground,B051,,B-15,B,"100,039,018",DRINKFTN,I,B051,A-Kelly Park Playground,315,48,61,11229
B051-DF0672,Activated,A,1,TRUE,FALSE,Out in Open,TRUE,B051,Kelly Park Playground,B051,,B-15,B,"100,039,038",DRINKFTN,I,B051,A-Kelly Park Playground,315,48,61,11229
B051-DF0870,Activated,A,1,,FALSE,Near Ballfield,TRUE,B051,Kelly Park Playground,B051,,B-15,B,"100,040,121",DRINKFTN,I,B051,A-Kelly Park Playground,315,48,61,11229
B051-DF0871,Activated,A,1,,FALSE,Near Ballfield,TRUE,B051,Kelly Park Playground,B051,,B-15,B,"100,040,148",DRINKFTN,I,B051,A-Kelly Park Playground,315,48,61,11229
B052-DF0761,Activated,E,1,FALSE,TRUE,Under Tree,TRUE,B052,Leif Ericson Park,B052-03,Leif Ericson Park Playground,B-10,B,"100,039,219",DRINKFTN,I,B052-03,E-Leif Ericson Park-Leif Ericson Park Playground,310,43,68,11219
B052-DF0762,Activated,C,1,FALSE,FALSE,In Playground,TRUE,B052,Leif Ericson Park,B052-03,Leif Ericson Park Playground,B-10,B,"100,039,289",DRINKFTN,I,B052-03,C-Leif Ericson Park-Leif Ericson Park Playground,310,43,68,11220
B052-DF0763,Activated,E,1,FALSE,FALSE,In Playground,TRUE,B052,Leif Ericson Park,B052-03,Leif Ericson Park Playground,B-10,B,"100,039,231",DRINKFTN,I,B052-03,E-Leif Ericson Park-Leif Ericson Park Playground,310,43,68,11220
B052-DF0764,Activated,C,1,FALSE,TRUE,Just Outside Playground,TRUE,B052,Leif Ericson Park,B052-03,Leif Ericson Park Playground,B-10,B,"100,039,336",DRINKFTN,I,B052-03,C-Leif Ericson Park-Leif Ericson Park Playground,310,43,68,11220
B052-DF0783,Activated,D,1,FALSE,FALSE,In Playground,TRUE,B052,Leif Ericson Park,B052-01,Millennium Playground,B-10,B,"100,039,485",DRINKFTN,I,B052-01,D-Leif Ericson Park-Millennium Playground,310,43,68,11220
B052-DF0784,Activated,C,1,FALSE,FALSE,Near Ballfield,TRUE,B052,Leif Ericson Park,B052,,B-10,B,"100,039,409",DRINKFTN,I,B052,C-Leif Ericson Park,310,43,68,11220
B052-DF0785,Activated,C,1,FALSE,FALSE,Near Ballfield,TRUE,B052,Leif Ericson Park,B052,,B-10,B,"100,039,407",DRINKFTN,I,B052,C-Leif Ericson Park,310,43,68,11220
B054-DF0485,Activated,A,1,TRUE,FALSE,Under Tree,TRUE,B054,Lincoln Terrace / Arthur S. Somers Park,B054-ZN02,Lincoln Terr Pk/Arthur S Somers Zone 2,B-08,B,"100,038,133",DRINKFTN,I,B054-ZN02,A-Lincoln Terrace / Arthur S. Somers Park-Lincoln Terr Pk/Arthur S Somers Zone 2,308,41,77,11213
B054-DF0486,Activated,CS Concrete,1,TRUE,FALSE,In Playground,TRUE,B054,Lincoln Terrace / Arthur S. Somers Park,B054-01,Lincoln Terrace Park / Arthur S. Somers Playground,B-08,B,"100,038,159",DRINKFTN,I,B054-01,CS Concrete-Lincoln Terrace / Arthur S. Somers Park-CS,308,41,77,11213
B054-DF0487,Activated,CS Concrete,1,TRUE,FALSE,In Playground,TRUE,B054,Lincoln Terrace / Arthur S. Somers Park,B054-01,Lincoln Terrace Park / Arthur S. Somers Playground,B-08,B,"100,038,183",DRINKFTN,I,B054-01,CS Concrete-Lincoln Terrace / Arthur S. Somers Park-CS,308,41,77,11213
B054-DF0488,Activated,F High Low,2,TRUE,FALSE,"Under Tree, In Playground",TRUE,B054,Lincoln Terrace / Arthur S. Somers Park,B054-01,Lincoln Terrace Park / Arthur S. Somers Playground,B-08,B,"100,038,130",DRINKFTN,I,B054-01,F High Low-Lincoln Terrace / Arthur S. Somers Park-Playground,308,41,77,11213
B054-DF0489,Activated,F High Low,2,TRUE,FALSE,"Under Tree, In Playground",TRUE,B054,Lincoln Terrace / Arthur S. Somers Park,B054-01,Lincoln Terrace Park / Arthur S. Somers Playground,B-08,B,"100,038,156",DRINKFTN,I,B054-01,F High Low-Lincoln Terrace / Arthur S. Somers Park-Playground,308,41,77,11213
B054-DF0490,Activated,C,1,TRUE,FALSE,Out in Open,TRUE,B054,Lincoln Terrace / Arthur S. Somers Park,B054-ZN01,Lincoln Terr Pk/Arthur S Somers Zone 1,B-08,B,"100,038,097",DRINKFTN,I,B054-ZN01,C-Lincoln Terrace / Arthur S. Somers Park-Lincoln Terr Pk/Arthur S Somers Zone 1,308,41,77,11213
B054-DF0491,Activated,C,1,TRUE,FALSE,Under Tree,TRUE,B054,Lincoln Terrace / Arthur S. Somers Park,B054-ZN01,Lincoln Terr Pk/Arthur S Somers Zone 1,B-08,B,"100,038,121",DRINKFTN,I,B054-ZN01,C-Lincoln Terrace / Arthur S. Somers Park-Lincoln Terr Pk/Arthur S Somers Zone 1,308,41,77,11213
B054-DF0492,Activated,Bottle Filler High Low,3,TRUE,FALSE,Under Tree,TRUE,B054,Lincoln Terrace / Arthur S. Somers Park,B054-ZN01,Lincoln Terr Pk/Arthur S Somers Zone 1,B-08,B,"100,038,161",DRINKFTN,I,B054-ZN01,Bottle Filler High Low-Lincoln Terrace / Arthur S. Somers Park-Zone 1,308,41,77,11213
B054-DF0493,Activated,C,1,TRUE,FALSE,Under Tree,TRUE,B054,Lincoln Terrace / Arthur S. Somers Park,B054-ZN01,Lincoln Terr Pk/Arthur S Somers Zone 1,B-08,B,"100,038,184",DRINKFTN,I,B054-ZN01,C-Lincoln Terrace / Arthur S. Somers Park-Lincoln Terr Pk/Arthur S Somers Zone 1,308,41,77,11213
B054-DF0494,Activated,A,1,TRUE,FALSE,Out in Open,TRUE,B054,Lincoln Terrace / Arthur S. Somers Park,B054-ZN01,Lincoln Terr Pk/Arthur S Somers Zone 1,B-08,B,"100,038,107",DRINKFTN,I,B054-ZN01,A-Lincoln Terrace / Arthur S. Somers Park-Lincoln Terr Pk/Arthur S Somers Zone 1,308,41,77,11213
B054-DF0495,Activated,D,1,TRUE,FALSE,Under Tree,TRUE,B054,Lincoln Terrace / Arthur S. Somers Park,B054-ZN03,Lincoln Terr Pk/Arthur S Somers Zone 3,B-08,B,"100,038,157",DRINKFTN,I,B054-ZN03,D-Lincoln Terrace / Arthur S. Somers Park-Lincoln Terr Pk/Arthur S Somers Zone 3,308,41,77,11233
B054-DF0496,Activated,D,1,TRUE,FALSE,Under Tree,TRUE,B054,Lincoln Terrace / Arthur S. Somers Park,B054-ZN03,Lincoln Terr Pk/Arthur S Somers Zone 3,B-08,B,"100,038,179",DRINKFTN,I,B054-ZN03,D-Lincoln Terrace / Arthur S. Somers Park-Lincoln Terr Pk/Arthur S Somers Zone 3,308,41,77,11233
B054-DF0497,Activated,D,1,TRUE,FALSE,Under Tree,TRUE,B054,Lincoln Terrace / Arthur S. Somers Park,B054-ZN03,Lincoln Terr Pk/Arthur S Somers Zone 3,B-08,B,"100,038,104",DRINKFTN,I,B054-ZN03,D-Lincoln Terrace / Arthur S. Somers Park-Lincoln Terr Pk/Arthur S Somers Zone 3,308,41,77,11233
B054-DF0498,Activated,D,1,TRUE,FALSE,Out in Open,TRUE,B054,Lincoln Terrace / Arthur S. Somers Park,B054-ZN03,Lincoln Terr Pk/Arthur S Somers Zone 3,B-08,B,"100,038,153",DRINKFTN,I,B054-ZN03,D-Lincoln Terrace / Arthur S. Somers Park-Lincoln Terr Pk/Arthur S Somers Zone 3,308,41,77,11233
B055-DF0412,Activated,C,1,FALSE,FALSE,"Under Tree, Near Ballfield, Just Outside Playground",TRUE,B055,Sternberg Park,B055,,B-01,B,"100,037,957",DRINKFTN,I,B055,C-Sternberg Park,301,34,90,11206
B055-DF0413,Activated,A,1,TRUE,FALSE,"Near Ballfield, Under Tree",TRUE,B055,Sternberg Park,B055,,B-01,B,"100,037,903",DRINKFTN,I,B055,A-Sternberg Park,301,34,90,11206
B055-DF0414,Activated,A,1,TRUE,FALSE,"Near Ballfield, Under Tree",TRUE,B055,Sternberg Park,B055,,B-01,B,"100,037,953",DRINKFTN,I,B055,A-Sternberg Park,301,34,90,11206
B055-DF0771,Activated,C,1,FALSE,FALSE,"Under Tree, In Shade, In Playground",TRUE,B055,Sternberg Park,B055,,B-01,B,"100,039,477",DRINKFTN,I,B055,C-Sternberg Park,301,34,90,11206
B055-DF0772,Activated,A,1,FALSE,FALSE,Near Ballfield,TRUE,B055,Sternberg Park,B055,,B-01,B,"100,039,467",DRINKFTN,I,B055,A-Sternberg Park,301,34,90,11206
B055-DF0872,Activated,E and Dog,2,,FALSE,"Out in Open, Near Ballfield",TRUE,B055,Sternberg Park,B055,,B-01,B,"100,040,171",DRINKFTN,I,B055,E and Dog-Sternberg Park,301,34,90,11206
B055-DF1007,Activated,E and Dog,2,,FALSE,,TRUE,B055,Sternberg Park,B055,,B-01,B,"100,042,968",DRINKFTN,I,B055,E and Dog-Sternberg Park,301,34,90,11206
B056-DF0179,Activated,C,1,TRUE,FALSE,In Playground,TRUE,B056,Martin Luther King Jr. Playground,B056,,B-05,B,"100,037,553",DRINKFTN,I,B056,C-Martin Luther King Jr. Playground,305,42,75,11207
B056-DF0180,Activated,C,1,TRUE,FALSE,Just Outside Playground,TRUE,B056,Martin Luther King Jr. Playground,B056,,B-05,B,"100,037,550",DRINKFTN,I,B056,C-Martin Luther King Jr. Playground,305,42,75,11207
B057-DF0198,Broken,C,1,FALSE,FALSE,"Under Tree, In Playground, Out in Open",TRUE,B057,Marine Park,B057-03,PS 278 Plgd,B-18,B,"100,037,657",DRINKFTN,I,B057-03,C-Marine Park-PS 278 Plgd,318,46,63,11229
B057-DF0713,Activated,Bottle Filler High Low,3,TRUE,FALSE,Out in Open,TRUE,BZ382,,BZ382,,B-15,B,"100,039,121",DRINKFTN,I,BZ382,Bottle Filler High Low-Plum Beach,356,46,61,11235
B057-DF0833,Activated,C,1,FALSE,FALSE,Just Outside Playground,TRUE,B057,Marine Park,B057-ZN01,Marine Park Zone 1,B-18,B,"100,039,831",DRINKFTN,I,B057-ZN01,C-Marine Park-Marine Park Zone 1,318,46,63,11229
Q410-DF0170,Activated,C,1,FALSE,FALSE,Out in Open,TRUE,Q410,Hinton Park,Q410,,Q-03,Q,"100,038,395",DRINKFTN,I,Q410,C-Hinton Park,403,21,115,11368
B057-DF0834,Activated,C,1,FALSE,FALSE,Just Outside Playground,TRUE,B057,Marine Park,B057-ZN01,Marine Park Zone 1,B-18,B,"100,039,856",DRINKFTN,I,B057-ZN01,C-Marine Park-Marine Park Zone 1,318,46,63,11229
B057-DF0835,Activated,C,1,FALSE,FALSE,Just Outside Playground,TRUE,B057,Marine Park,B057-ZN01,Marine Park Zone 1,B-18,B,"100,039,882",DRINKFTN,I,B057-ZN01,C-Marine Park-Marine Park Zone 1,318,46,63,11229
B057-DF0836,Activated,F High Low,2,TRUE,FALSE,Just Outside Playground,TRUE,B057,Marine Park,B057-ZN01,Marine Park Zone 1,B-18,B,"100,039,813",DRINKFTN,I,B057-ZN01,F High Low-Marine Park-Marine Park Zone 1,318,46,63,11229
B057-DF0837,Activated,A,1,TRUE,FALSE,Near Ballfield,TRUE,B057,Marine Park,B057-ZN04,Marine Park Zone 4,B-18,B,"100,039,851",DRINKFTN,I,B057-ZN04,A-Marine Park-Marine Park Zone 4,318,46,63,11229
B057-DF0838,Activated,Bottle Filler High Low,3,FALSE,FALSE,Near Ballfield,TRUE,B057,Marine Park,B057-ZN04,Marine Park Zone 4,B-18,B,"100,039,816",DRINKFTN,I,B057-ZN04,Bottle Filler High Low-Marine Park-Marine Park Zone 4,318,46,63,11229
B057-DF0839,Activated,A,1,TRUE,TRUE,Near Ballfield,TRUE,B057,Marine Park,B057-ZN04,Marine Park Zone 4,B-18,B,"100,039,878",DRINKFTN,I,B057-ZN04,A-Marine Park-Marine Park Zone 4,318,46,63,11229
B057-DF0840,Activated,A,1,TRUE,FALSE,Near Ballfield,TRUE,B057,Marine Park,B057-ZN04,Marine Park Zone 4,B-18,B,"100,039,801",DRINKFTN,I,B057-ZN04,A-Marine Park-Marine Park Zone 4,318,46,63,11229
B057-DF0841,Activated,A,1,TRUE,FALSE,Near Ballfield,TRUE,B057,Marine Park,B057-ZN04,Marine Park Zone 4,B-18,B,"100,039,803",DRINKFTN,I,B057-ZN04,A-Marine Park-Marine Park Zone 4,318,46,63,11229
B057-DF0842,Activated,D,1,FALSE,TRUE,In Playground,TRUE,B057,Marine Park,B057-04,Lenape Playground,B-18,B,"100,039,854",DRINKFTN,I,B057-04,D-Marine Park-Lenape Playground,318,46,63,11234
B057-DF0843,Activated,A,1,TRUE,FALSE,Near Ballfield,TRUE,B057,Marine Park,B057-ZN05,Marine Park Zone 5,B-18,B,"100,039,880",DRINKFTN,I,B057-ZN05,A-Marine Park-Marine Park Zone 5,318,46,63,11234
B057-DF0844,Activated,A,1,FALSE,FALSE,"Out in Open, Near Ballfield",TRUE,B057,Marine Park,B057-ZN04,Marine Park Zone 4,B-18,B,"100,039,812",DRINKFTN,I,B057-ZN04,A-Marine Park-Marine Park Zone 4,318,46,63,11229
B057-DF0874,Activated,A,1,FALSE,FALSE,Out in Open,TRUE,B057,Marine Park,B057-ZN06,Marine Park Zone 6,B-18,B,"100,040,213",DRINKFTN,I,B057-ZN06,A-Marine Park-Marine Park Zone 6,318,46,63,11234
B057-DF0875,Activated,A,1,FALSE,FALSE,Near Ballfield,TRUE,B057,Marine Park,B057-ZN07,"Marine Park Zone 7, Gerritsen Ballfields",B-18,B,"100,040,233",DRINKFTN,I,B057-ZN07,"A-Marine Park-Marine Park Zone 7, Gerritsen Ballfields",318,46,63,11234
B057-DF0876,Activated,A,1,FALSE,FALSE,Near Ballfield,TRUE,B057,Marine Park,B057-ZN07,"Marine Park Zone 7, Gerritsen Ballfields",B-18,B,"100,040,207",DRINKFTN,I,B057-ZN07,"A-Marine Park-Marine Park Zone 7, Gerritsen Ballfields",318,46,63,11234
B057-DF0975,Activated,A,1,,FALSE,,TRUE,B057,Marine Park,B057-05,Dr John's Plgd,B-18,B,"100,042,976",DRINKFTN,I,B057-05,A-Marine Park-Dr John's Plgd,318,46,63,11234
B057-DF0976,Activated,A,1,,FALSE,,TRUE,B057,Marine Park,B057-05,Dr John's Plgd,B-18,B,"100,042,967",DRINKFTN,I,B057-05,A-Marine Park-Dr John's Plgd,318,46,63,11234
B057-DF0977,Activated,F High Low,2,,FALSE,,TRUE,B057,Marine Park,B057-05,Dr John's Plgd,B-18,B,"100,042,980",DRINKFTN,I,B057-05,F High Low-Marine Park-Dr John's Plgd,318,46,63,11234
B057-DF0978,Activated,E High Low,2,,FALSE,,TRUE,B057,Marine Park,B057-06,Seba Playground,B-18,B,"100,042,942",DRINKFTN,I,B057-06,E High Low-Marine Park-Seba Playground,318,46,63,11234
B057-DF1012,Activated,F High Low,2,,FALSE,,TRUE,B057,Marine Park,B057-05,Dr John's Plgd,B-18,B,"100,042,945",DRINKFTN,I,B057-05,F High Low-Marine Park-Dr John's Plgd,318,46,63,11234
B057-DF1013,Activated,F High Low,2,,FALSE,,TRUE,B057,Marine Park,B057-05,Dr John's Plgd,B-18,B,"100,042,974",DRINKFTN,I,B057-05,F High Low-Marine Park-Dr John's Plgd,318,46,63,11234
B057-DF1014,Activated,E,1,,FALSE,,TRUE,B057,Marine Park,B057,,B-18,B,"100,042,946",DRINKFTN,I,B057,E-Marine Park,318,46,63,11234
B057-DF1026,Activated,Bottle Filler Fountain,2,,FALSE,Indoor,FALSE,B057,Marine Park,B057-ZN06,Marine Park Zone 6,B-18,B,"100,042,962",DRINKFTN,I,B057-ZN06-BLG1210,Bottle Filler Fountain-Marine Park-Salt Marsh Nature Center,318,46,63,11234
B057-DF1107,Activated,Food Prep Sink,1,,FALSE,Indoor,FALSE,B057,Marine Park,B057,,B-18,B,"100,043,595",DRINKFTN,I,B057-BLG1212,Food Prep Sink-Marine Park-MARINE GOLF,318,46,63,11234
B057-DF1108,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,B057,Marine Park,B057,,B-18,B,"100,043,598",DRINKFTN,I,B057-BLG1212,Indoor Fountain-Marine Park-MARINE GOLF,318,46,63,11234
B057-DF1109,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,B057,Marine Park,B057-ZN01,Marine Park Zone 1,B-18,B,"100,042,971",DRINKFTN,I,B057-ZN01-BLG1211,Indoor Drinking Fountain-Marine Park-Carmine Carro Community Center,318,46,63,11229
B057-DF1142,Activated,Food Prep Sink,1,,FALSE,Indoor,FALSE,B057,Marine Park,B057-ZN01,Marine Park Zone 1,B-18,B,"100,042,950",DRINKFTN,I,B057-ZN01-BLG1211,Food Prep Sink-Marine Park-Marine Park,318,46,63,11229
B058-DF0210,Activated,E,1,FALSE,FALSE,Out in Open,TRUE,B058,McCarren Park,B058-ZN06,McCarren Park Zone 6,B-01,B,"100,037,663",DRINKFTN,I,B058-ZN06,E-McCarren Park-McCarren Park Zone 6,301,33,94,11222
B058-DF0211,Activated,A,1,FALSE,FALSE,"Near Ballfield, Out in Open",TRUE,B058,McCarren Park,B058-ZN03,McCarren Park Zone 3,B-01,B,"100,037,685",DRINKFTN,I,B058-ZN03,A-McCarren Park-McCarren Park Zone 3,301,33,94,11222
B113A-DF1016,Broken,Other,1,,FALSE,,TRUE,B113A,Cadman Plaza Park,B113A,,B-02,B,"100,042,991",DRINKFTN,I,B113A,Other-Cadman Plaza Park,302,33,84,11201
B058-DF0212,Activated,A,1,FALSE,FALSE,"Near Ballfield, Out in Open",TRUE,B058,McCarren Park,B058-ZN03,McCarren Park Zone 3,B-01,B,"100,037,658",DRINKFTN,I,B058-ZN03,A-McCarren Park-McCarren Park Zone 3,301,33,94,11222
B058-DF0213,Activated,D,1,FALSE,FALSE,Near Ballfield,TRUE,B058,McCarren Park,B058-ZN03,McCarren Park Zone 3,B-01,B,"100,037,682",DRINKFTN,I,B058-ZN03,D-McCarren Park-McCarren Park Zone 3,301,33,94,11222
B058-DF0214,Activated,A,1,FALSE,FALSE,"Near Ballfield, Out in Open",TRUE,B058,McCarren Park,B058-ZN03,McCarren Park Zone 3,B-01,B,"100,037,628",DRINKFTN,I,B058-ZN03,A-McCarren Park-McCarren Park Zone 3,301,33,94,11222
B058-DF0217,Activated,Bottle Filler High Low,3,FALSE,FALSE,"Out in Open, Near Ballfield, Under Tree",TRUE,B058,McCarren Park,B058-ZN02,McCarren Park Zone 2,B-01,B,"100,037,660",DRINKFTN,I,B058-ZN02,Bottle Filler High Low-McCarren Park-McCarren Park Zone 2,301,33,94,11211
B058-DF0219,Activated,Bottle Filler High Low,3,FALSE,FALSE,"Under Tree, Near Ballfield",TRUE,B058,McCarren Park,B058-ZN02,McCarren Park Zone 2,B-01,B,"100,037,656",DRINKFTN,I,B058-ZN02,Bottle Filler High Low-McCarren Park-McCarren Park Zone 2,301,33,94,11211
B058-DF0221,Activated,C,1,TRUE,FALSE,"Out in Open, In Playground",TRUE,B058,McCarren Park,B058-ZN01,McCarren Park Zone 1,B-01,B,"100,037,602",DRINKFTN,I,B058-ZN01,C-McCarren Park-McCarren Park Zone 1,301,33,94,11222
B058-DF0404,Activated,A,1,FALSE,FALSE,"Under Tree, In Shade, In Playground",TRUE,B058,McCarren Park,B058-01,Vincent V Abate Plgd,B-01,B,"100,037,940",DRINKFTN,I,B058-01,A-McCarren Park-Vincent V Abate Plgd,301,33,94,11222
B058-DF0405,Activated,A,1,FALSE,FALSE,"Under Tree, In Playground",TRUE,B058,McCarren Park,B058-01,Vincent V Abate Plgd,B-01,B,"100,037,967",DRINKFTN,I,B058-01,A-McCarren Park-Vincent V Abate Plgd,301,33,94,11222
B058-DF0406,Activated,A,1,FALSE,FALSE,Just Outside Playground,TRUE,B058,McCarren Park,B058-01,Vincent V Abate Plgd,B-01,B,"100,037,910",DRINKFTN,I,B058-01,A-McCarren Park-Vincent V Abate Plgd,301,33,94,11222
B058-DF0407,Activated,C,1,FALSE,FALSE,"Under Tree, Just Outside Playground",TRUE,B058,McCarren Park,B058-01,Vincent V Abate Plgd,B-01,B,"100,037,934",DRINKFTN,I,B058-01,C-McCarren Park-Vincent V Abate Plgd,301,33,94,11222
B058-DF0798,Broken,A,1,TRUE,FALSE,Near Ballfield,TRUE,B058,McCarren Park,B058-ZN04,McCarren Park Zone 4,B-01,B,"100,039,549",DRINKFTN,I,B058-ZN04,A-McCarren Park-McCarren Park Zone 4,301,33,94,11249
B058-DF0877,Activated,Bottle Filler,1,FALSE,FALSE,Out in Open,TRUE,B058,McCarren Park,B058-ZN04,McCarren Park Zone 4,B-01,B,"100,040,270",DRINKFTN,I,B058-ZN04,Bottle Filler-McCarren Park-McCarren Park Zone 4,301,33,94,11249
B058-DF1008,Activated,Bottle Filler High Low,3,,FALSE,,TRUE,B058,McCarren Park,B058-ZN02,McCarren Park Zone 2,B-01,B,"100,042,970",DRINKFTN,I,B058-ZN02,Bottle Filler High Low-McCarren Park-McCarren Park Zone 2,301,33,94,11211
B058-DF1028,Activated,Food Prep Sink,1,,FALSE,Indoor,FALSE,B058,McCarren Park,B058,,B-01,B,"100,042,949",DRINKFTN,I,B058-ZN01-BLG0984,Food Prep Sink-McCarren Park-McCarren Play Center,301,33,94,11222
B058-DF1029,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,B058,McCarren Park,B058,,B-01,B,"100,042,981",DRINKFTN,I,B058-ZN01-BLG0984,Indoor Drinking Fountain-McCarren Park-McCarren Play Center,301,33,94,11222
B058-DF1030,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,B058,McCarren Park,B058,,B-01,B,"100,042,948",DRINKFTN,I,B058-ZN01-BLG0984,Indoor Drinking Fountain-McCarren Park-McCarren Play Center,301,33,94,11222
B058-DF1031,Activated,Food Prep Sink,1,,FALSE,Indoor,FALSE,B058,McCarren Park,B058,,B-01,B,"100,042,961",DRINKFTN,I,B058-ZN01-BLG0984,Food Prep Sink-McCarren Park-McCarren Play Center,301,33,94,11222
B058-DF1032,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,B058,McCarren Park,B058,,B-01,B,"100,042,940",DRINKFTN,I,B058-ZN01-BLG0984,Indoor Drinking Fountain-McCarren Park-McCarren Play Center,301,33,94,11222
B058-DF1033,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,B058,McCarren Park,B058,,B-01,B,"100,042,982",DRINKFTN,I,B058-ZN01-BLG0984,Indoor Drinking Fountain-McCarren Park-McCarren Play Center,301,33,94,11222
